deadhead_id,service_id,block_id,shape_id,to_trip_id,from_trip_id,to_deadhead_id,from_deadhead_id
56101884,MmlD,Q238-41,,56101748,,,
56101886,MmlD,Q238-41,,,56101719,,
56064128,SpgSnd,Q238-42,,56064011,,,
56064073,SpgSnd,Q238-42,,,56063984,,
56101873,MmlD,Q238-42,,56101742,,,
56101820,MmlD,Q238-42,,,56101744,,
56064104,SpgSnd,Q238-43,,56064006,,,
56064071,SpgSnd,Q238-43,,,56063979,,
56101874,MmlD,Q238-43,,56101743,,,
56101795,MmlD,Q238-43,,,56101728,,
56087556,SpgStd,Q238-65,,56087191,,,
56087558,SpgStd,Q238-65,,,56087371,,
56087591,SpgStd,Q238-66,,56087340,,,
56087445,SpgStd,Q238-66,,,56087360,,
56087467,SpgStd,Q238-67,,56087220,,,
56087437,SpgStd,Q238-67,,,56087372,,
56087588,SpgStd,Q238-68,,56087363,,,
56087589,SpgStd,Q238-68,,,56087374,,
56101239,Jnh,Q240-124,,56100563,,,
56100746,Jnh,Q240-124,,56100539,56100590,,
56101288,Jnh,Q240-124,,56100538,56100539,,
56101289,Jnh,Q240-124,,,56100538,,
56101150,Jnh,Q240-125,,56100588,,,
56101237,Jnh,Q240-125,,,56100511,,
56101292,Jnh,Q240-126,,56100706,,,
56101253,Jnh,Q240-126,,,56100549,,
56077672,SpgWkd,Q240-127,,56076990,,,
56077173,SpgWkd,Q240-127,,56076966,56077017,,
56077759,SpgWkd,Q240-127,,56076698,56076966,,
56077760,SpgWkd,Q240-127,,,56076792,,
56101285,Jnh,Q240-127,,56100537,,,
56101254,Jnh,Q240-127,,,56100509,,
56077783,SpgWkd,Q240-128,,56077015,,,
56077607,SpgWkd,Q240-128,,,56076938,,
56101284,Jnh,Q240-128,,56100552,,,
56101312,Jnh,Q240-128,,56100265,56100533,,
56101314,Jnh,Q240-128,,,56100277,,
56077768,SpgWkd,Q240-129,,56077133,,,
56077614,SpgWkd,Q240-129,,,56076976,,
56101326,Jnh,Q240-129,,56100571,,,
56101328,Jnh,Q240-129,,,56100673,,
56077733,SpgWkd,Q240-130,,56076964,,,
56077782,SpgWkd,Q240-130,,,56076936,,
56101170,Jnh,Q240-130,,56100401,,,
56101200,Jnh,Q240-130,,,56100691,,
56077687,SpgWkd,Q240-131,,56076979,,,
56077790,SpgWkd,Q240-131,,56076689,56076960,,
56077792,SpgWkd,Q240-131,,,56076702,,
56101242,Jnh,Q240-131,,56100569,,,
56101342,Jnh,Q240-131,,56100556,56100529,,
56101343,Jnh,Q240-131,,,56100492,,
56077798,SpgWkd,Q240-132,,56076998,,,
56077579,SpgWkd,Q240-132,,,56077100,,
56101306,Jnh,Q240-132,,56100501,,,
56101136,Jnh,Q240-132,,,56100692,,
56077581,SpgWkd,Q240-133,,56076996,,,
56077806,SpgWkd,Q240-133,,56076983,56076956,,
56077807,SpgWkd,Q240-133,,,56076919,,
56101135,Jnh,Q240-133,,56100699,,,
56100946,Jnh,Q240-133,,56100230,56100089,,
56101222,Jnh,Q240-133,,56100587,56100266,,
56101243,Jnh,Q240-133,,,56100561,,
56077670,SpgWkd,Q240-134,,56076965,,,
56077697,SpgWkd,Q240-134,,,56077102,,
56101202,Jnh,Q240-134,,56100713,,,
56101286,Jnh,Q240-134,,,56100554,,
56077682,SpgWkd,Q240-135,,56077126,,,
56077376,SpgWkd,Q240-135,,56076654,56076507,,
56077740,SpgWkd,Q240-135,,56077014,56076690,,
56077631,SpgWkd,Q240-135,,,56076988,,
56101373,Jnh,Q240-135,,56100685,,,
56101374,Jnh,Q240-135,,,56100536,,
56077875,SpgWkd,Q240-136,,56076775,,,
56077698,SpgWkd,Q240-136,,,56076981,,
56101348,Jnh,Q240-136,,56100670,,,
56101350,Jnh,Q240-136,,,56100491,,
56077854,SpgWkd,Q240-137,,56077112,,,
56077659,SpgWkd,Q240-137,,,56076963,,
56101388,Jnh,Q240-137,,56100686,,,
56101128,Jnh,Q240-137,,,56100580,,
56077658,SpgWkd,Q240-138,,56076668,,,
56077858,SpgWkd,Q240-138,,56076982,56077209,,
56077648,SpgWkd,Q240-138,,,56076967,,
56101345,Jnh,Q240-138,,56100671,,,
56101346,Jnh,Q240-138,,,56100384,,
56077823,SpgWkd,Q240-139,,56077097,,,
56077825,SpgWkd,Q240-139,,,56076918,,
56101214,Jnh,Q240-139,,56100844,,,
56101216,Jnh,Q240-139,,56100555,56100913,,
56101358,Jnh,Q240-139,,,56100540,,
56077827,SpgWkd,Q240-140,,56077113,,,
56077829,SpgWkd,Q240-140,,,56077007,,
56101167,Jnh,Q240-140,,56100564,,,
56101398,Jnh,Q240-140,,,56100581,,
56077817,SpgWkd,Q240-141,,56076527,,,
56077191,SpgWkd,Q240-141,,56077098,56076527,,
56077818,SpgWkd,Q240-141,,,56076809,,
56101134,Jnh,Q240-141,,56100681,,,
56101155,Jnh,Q240-141,,,56100676,,
56077865,SpgWkd,Q240-142,,56076991,,,
56077642,SpgWkd,Q240-142,,,56077008,,
56101359,Jnh,Q240-142,,56100668,,,
56101361,Jnh,Q240-142,,,56100677,,
56077788,SpgWkd,Q240-143,,56077092,,,
56077738,SpgWkd,Q240-143,,,56077104,,
56101315,Jnh,Q240-143,,56100684,,,
56101224,Jnh,Q240-143,,,56100693,,
56077723,SpgWkd,Q240-144,,56077108,,,
56077640,SpgWkd,Q240-144,,,56077103,,
56077826,SpgWkd,Q240-145,,56077110,,,
56077828,SpgWkd,Q240-145,,,56077119,,
56077791,SpgWkd,Q240-146,,56077111,,,
56077743,SpgWkd,Q240-146,,,56077120,,
56064143,SpgSnd,Q240-44,,56063768,,,
56064027,SpgSnd,Q240-44,,56064001,56063985,,
56064144,SpgSnd,Q240-44,,,56063973,,
56101852,MmlD,Q240-44,,56101750,,,
56101853,MmlD,Q240-44,,,56101709,,
56064080,SpgSnd,Q240-45,,56063958,,,
56064137,SpgSnd,Q240-45,,,56063972,,
56101859,MmlD,Q240-45,,56101751,,,
56101764,MmlD,Q240-45,,56101738,56101722,,
56101860,MmlD,Q240-45,,,56101710,,
56064115,SpgSnd,Q240-46,,56063978,,,
56064117,SpgSnd,Q240-46,,,56063980,,
56101836,MmlD,Q240-46,,56101715,,,
56101838,MmlD,Q240-46,,,56101717,,
56087487,SpgStd,Q240-69,,56087195,,,
56087489,SpgStd,Q240-69,,,56087376,,
56087539,SpgStd,Q240-70,,56087334,,,
56087540,SpgStd,Q240-70,,,56087219,,
56087502,SpgStd,Q240-71,,56087307,,,
56087504,SpgStd,Q240-71,,,56087332,,
56087511,SpgStd,Q240-72,,56087330,,,
56087513,SpgStd,Q240-72,,,56087305,,
56087500,SpgStd,Q240-73,,56086800,,,
56087478,SpgStd,Q240-73,,,56087212,,
56087498,SpgStd,Q240-74,,56087306,,,
56087499,SpgStd,Q240-74,,,56086805,,
56087528,SpgStd,Q240-75,,56087308,,,
56087530,SpgStd,Q240-75,,,56087141,,
56087578,SpgStd,Q240-76,,56087018,,,
56087579,SpgStd,Q240-76,,,56087357,,
56087542,SpgStd,Q240-77,,56087211,,,
56087544,SpgStd,Q240-77,,,56087179,,
56087563,SpgStd,Q240-78,,56087342,,,
56087564,SpgStd,Q240-78,,,56087358,,
56087575,SpgStd,Q240-79,,56087343,,,
56087577,SpgStd,Q240-79,,,56087365,,
56087436,SpgStd,Q240-80,,56087367,,,
56087603,SpgStd,Q240-80,,,56087183,,
56087598,SpgStd,Q240-81,,56087382,,,
56087599,SpgStd,Q240-81,,,56087378,,
56087552,SpgStd,Q240-82,,56087196,,,
56087444,SpgStd,Q240-82,,,56087205,,
56087520,SpgStd,Q240-83,,56087208,,,
56087452,SpgStd,Q240-83,,,56087180,,
56087532,SpgStd,Q240-84,,56087217,,,
56087534,SpgStd,Q240-84,,,56087192,,
56101362,Jnh,Q245-144,,56100094,,,
56101364,Jnh,Q245-144,,,56100363,,
56107134,SpgWkd,S28-1,,56105733,,,
56107004,SpgWkd,S28-1,,,56105781,,
55948336,SpgStd,S28-1,,55947074,,,
55948338,SpgStd,S28-1,,,55947225,,
56041693,SpgSnd,S28-1,,56040663,,,
56041695,SpgSnd,S28-1,,,56040668,,
56124121,MmlD,S28-1,,56123171,,,
56124172,MmlD,S28-1,,,56123170,,
56057080,Jnh,S28-1,,56055760,,,
56057035,Jnh,S28-1,,,56055808,,
56107025,SpgWkd,S28-10,,56105839,,,
56107009,SpgWkd,S28-10,,,56105777,,
55948418,SpgStd,S28-10,,55947086,,,
55948421,SpgStd,S28-10,,,55947234,,
56041811,SpgSnd,S28-10,,56040649,,,
56041671,SpgSnd,S28-10,,,56040695,,
56124316,MmlD,S28-10,,56123137,,,
56124156,MmlD,S28-10,,,56123087,,
56057055,Jnh,S28-10,,56055866,,,
56057049,Jnh,S28-10,,,56055804,,
56107088,SpgWkd,S28-11,,56105845,,,
56107130,SpgWkd,S28-11,,,56105924,,
55948369,SpgStd,S28-11,,55947116,,,
55948406,SpgStd,S28-11,,,55947223,,
56041814,SpgSnd,S28-11,,56040619,,,
56041636,SpgSnd,S28-11,,,56040589,,
56124296,MmlD,S28-11,,56123543,,,
56124158,MmlD,S28-11,,,56123099,,
56057108,Jnh,S28-11,,56055872,,,
56057112,Jnh,S28-11,,,56055951,,
56107200,SpgWkd,S28-12,,56105827,,,
56107127,SpgWkd,S28-12,,,56105790,,
55948350,SpgStd,S28-12,,55947171,,,
55948330,SpgStd,S28-12,,,55947694,,
56041809,SpgSnd,S28-12,,56040640,,,
56041648,SpgSnd,S28-12,,,56040579,,
56124275,MmlD,S28-12,,56123132,,,
56124277,MmlD,S28-12,,,56123084,,
56057224,Jnh,S28-12,,56055854,,,
56057153,Jnh,S28-12,,,56055817,,
56107131,SpgWkd,S28-13,,56105792,,,
56107077,SpgWkd,S28-13,,,56105847,,
55948407,SpgStd,S28-13,,55947100,,,
55948401,SpgStd,S28-13,,,55947160,,
56041820,SpgSnd,S28-13,,56040641,,,
56041678,SpgSnd,S28-13,,,56040567,,
56124308,MmlD,S28-13,,56123125,,,
56124181,MmlD,S28-13,,,56123094,,
56057113,Jnh,S28-13,,56055819,,,
56057036,Jnh,S28-13,,,56055874,,
56107050,SpgWkd,S28-14,,56105795,,,
56106833,SpgWkd,S28-14,,56105796,56105795,,
56107003,SpgWkd,S28-14,,,56105901,,
55948419,SpgStd,S28-14,,55947142,,,
55948351,SpgStd,S28-14,,,55947690,,
56041800,SpgSnd,S28-14,,56040630,,,
56041673,SpgSnd,S28-14,,,56040590,,
56124353,MmlD,S28-14,,56123153,,,
56124120,MmlD,S28-14,,,56123056,,
56057154,Jnh,S28-14,,56055822,,,
56056857,Jnh,S28-14,,56055823,56055822,,
56057018,Jnh,S28-14,,,56055928,,
56107014,SpgWkd,S28-15,,56105756,,,
56107172,SpgWkd,S28-15,,,56105771,,
55948404,SpgStd,S28-15,,55947228,,,
55948470,SpgStd,S28-15,,,55947256,,
56041780,SpgSnd,S28-15,,56040652,,,
56041782,SpgSnd,S28-15,,,56040558,,
56124266,MmlD,S28-15,,56123152,,,
56124268,MmlD,S28-15,,,56123075,,
56057138,Jnh,S28-15,,56055783,,,
56057196,Jnh,S28-15,,,56055798,,
56107095,SpgWkd,S28-16,,56105769,,,
56107094,SpgWkd,S28-16,,,56105766,,
55948332,SpgStd,S28-16,,55947229,,,
55948460,SpgStd,S28-16,,,55947255,,
56041660,SpgSnd,S28-16,,56040645,,,
56041615,SpgSnd,S28-16,,,56040546,,
56124283,MmlD,S28-16,,56123151,,,
56124123,MmlD,S28-16,,,56123066,,
56057045,Jnh,S28-16,,56055796,,,
56057137,Jnh,S28-16,,,56055793,,
56107205,SpgWkd,S28-17,,56105791,,,
56107002,SpgWkd,S28-17,,,56105889,,
55948466,SpgStd,S28-17,,55947240,,,
55948390,SpgStd,S28-17,,,55947257,,
56041631,SpgSnd,S28-17,,56040642,,,
56041767,SpgSnd,S28-17,,,56040576,,
56124297,MmlD,S28-17,,56123136,,,
56124298,MmlD,S28-17,,,56123068,,
56057229,Jnh,S28-17,,56055818,,,
56057094,Jnh,S28-17,,,56055916,,
56107202,SpgWkd,S28-18,,56105858,,,
56107150,SpgWkd,S28-18,,,56105754,,
55948471,SpgStd,S28-18,,55947239,,,
55948472,SpgStd,S28-18,,,55947258,,
56041677,SpgSnd,S28-18,,56040628,,,
56041669,SpgSnd,S28-18,,,56040560,,
56124328,MmlD,S28-18,,56123053,,,
56124329,MmlD,S28-18,,,56123081,,
56057226,Jnh,S28-18,,56055885,,,
56057174,Jnh,S28-18,,,56055781,,
56107068,SpgWkd,S28-19,,56105776,,,
56107073,SpgWkd,S28-19,,,56105737,,
56041834,SpgSnd,S28-19,,56040568,,,
56041835,SpgSnd,S28-19,,,56040574,,
56124342,MmlD,S28-19,,56123076,,,
56124343,MmlD,S28-19,,,56123082,,
56057098,Jnh,S28-19,,56055803,,,
56057039,Jnh,S28-19,,,56055764,,
56107104,SpgWkd,S28-2,,56105805,,,
56107186,SpgWkd,S28-2,,,56105848,,
55948372,SpgStd,S28-2,,55947091,,,
55948398,SpgStd,S28-2,,,55947688,,
56041700,SpgSnd,S28-2,,56040696,,,
56041702,SpgSnd,S28-2,,,56040671,,
56124202,MmlD,S28-2,,56123204,,,
56124204,MmlD,S28-2,,,56123168,,
56057130,Jnh,S28-2,,56055832,,,
56057210,Jnh,S28-2,,,56055875,,
56107065,SpgWkd,S28-20,,56105782,,,
56106994,SpgWkd,S28-20,,,56105729,,
56041846,SpgSnd,S28-20,,56040543,,,
56041847,SpgSnd,S28-20,,,56040541,,
56124354,MmlD,S28-20,,56123051,,,
56124355,MmlD,S28-20,,,56123049,,
56057042,Jnh,S28-20,,56055809,,,
56057025,Jnh,S28-20,,,56055756,,
56107024,SpgWkd,S28-21,,56105762,,,
56107159,SpgWkd,S28-21,,,56105739,,
56041848,SpgSnd,S28-21,,56040556,,,
56041849,SpgSnd,S28-21,,,56040562,,
56124356,MmlD,S28-21,,56123064,,,
56124357,MmlD,S28-21,,,56123070,,
56057134,Jnh,S28-21,,56055789,,,
56057183,Jnh,S28-21,,,56055766,,
56107180,SpgWkd,S28-22,,56105749,,,
56107181,SpgWkd,S28-22,,,56105772,,
56041821,SpgSnd,S28-22,,56040547,,,
56041618,SpgSnd,S28-22,,,56040573,,
56124200,MmlD,S28-22,,56123197,,,
56124135,MmlD,S28-22,,,56123538,,
56057204,Jnh,S28-22,,56055776,,,
56057205,Jnh,S28-22,,,56055799,,
56107195,SpgWkd,S28-23,,56105753,,,
56107196,SpgWkd,S28-23,,,56105770,,
56041704,SpgSnd,S28-23,,56040670,,,
56041659,SpgSnd,S28-23,,,56040604,,
56124216,MmlD,S28-23,,56123154,,,
56124169,MmlD,S28-23,,,56123114,,
56057219,Jnh,S28-23,,56055780,,,
56057220,Jnh,S28-23,,,56055797,,
56041634,SpgSnd,S28-24,,56040646,,,
56041754,SpgSnd,S28-24,,,56040599,,
56124219,MmlD,S28-24,,56123189,,,
56124160,MmlD,S28-24,,,56123115,,
56041755,SpgSnd,S28-25,,56040681,,,
56041757,SpgSnd,S28-25,,,56040600,,
56124118,MmlD,S28-25,,56123545,,,
56124257,MmlD,S28-25,,,56123117,,
56041687,SpgSnd,S28-26,,56041037,,,
56041656,SpgSnd,S28-26,,,56040602,,
56124206,MmlD,S28-26,,56123198,,,
56124167,MmlD,S28-26,,,56123112,,
56041698,SpgSnd,S28-27,,56040594,,,
56041661,SpgSnd,S28-27,,,56040603,,
56124263,MmlD,S28-27,,56123159,,,
56124264,MmlD,S28-27,,,56123092,,
56041724,SpgSnd,S28-28,,56040633,,,
56041665,SpgSnd,S28-28,,,56040610,,
56124278,MmlD,S28-28,,56123158,,,
56124280,MmlD,S28-28,,,56123539,,
56041768,SpgSnd,S28-29,,56040616,,,
56041770,SpgSnd,S28-29,,,56040613,,
56124211,MmlD,S28-29,,56123156,,,
56124174,MmlD,S28-29,,,56123113,,
56107122,SpgWkd,S28-3,,56105734,,,
56107047,SpgWkd,S28-3,,,56105818,,
55948325,SpgStd,S28-3,,55947136,,,
55948326,SpgStd,S28-3,,,55947236,,
56041732,SpgSnd,S28-3,,56040667,,,
56041733,SpgSnd,S28-3,,,56040598,,
56124243,MmlD,S28-3,,56123175,,,
56124245,MmlD,S28-3,,,56123106,,
56057091,Jnh,S28-3,,56055761,,,
56057029,Jnh,S28-3,,,56055845,,
56041765,SpgSnd,S28-30,,56040647,,,
56041766,SpgSnd,S28-30,,,56041036,,
56124248,MmlD,S28-30,,56123542,,,
56124126,MmlD,S28-30,,,56123088,,
56041783,SpgSnd,S28-31,,56040639,,,
56041784,SpgSnd,S28-31,,,56040584,,
56124230,MmlD,S28-31,,56123140,,,
56124148,MmlD,S28-31,,,56123119,,
56041775,SpgSnd,S28-32,,56040635,,,
56041777,SpgSnd,S28-32,,,56041032,,
56124236,MmlD,S28-32,,56123131,,,
56124162,MmlD,S28-32,,,56123121,,
56041737,SpgSnd,S28-33,,56040631,,,
56041739,SpgSnd,S28-33,,,56040582,,
56124305,MmlD,S28-33,,56123126,,,
56124166,MmlD,S28-33,,,56123544,,
56041745,SpgSnd,S28-34,,56040632,,,
56041747,SpgSnd,S28-34,,,56040588,,
56107063,SpgWkd,S28-4,,56105802,,,
56107174,SpgWkd,S28-4,,,56105917,,
55948386,SpgStd,S28-4,,55947085,,,
55948405,SpgStd,S28-4,,,55947202,,
56041723,SpgSnd,S28-4,,56040686,,,
56041725,SpgSnd,S28-4,,,56040682,,
56124187,MmlD,S28-4,,56123194,,,
56124228,MmlD,S28-4,,,56123190,,
56057090,Jnh,S28-4,,56055829,,,
56057198,Jnh,S28-4,,,56055944,,
56107085,SpgWkd,S28-5,,56105735,,,
56106993,SpgWkd,S28-5,,,56105916,,
55948340,SpgStd,S28-5,,55947117,,,
55948327,SpgStd,S28-5,,,55947226,,
56041740,SpgSnd,S28-5,,56040675,,,
56041742,SpgSnd,S28-5,,,56040601,,
56124240,MmlD,S28-5,,56123202,,,
56124242,MmlD,S28-5,,,56123195,,
56057073,Jnh,S28-5,,56055762,,,
56057020,Jnh,S28-5,,,56055943,,
56107052,SpgWkd,S28-6,,56105738,,,
56107043,SpgWkd,S28-6,,,56105768,,
55948417,SpgStd,S28-6,,55947077,,,
55948378,SpgStd,S28-6,,,55947138,,
56041713,SpgSnd,S28-6,,56040694,,,
56041715,SpgSnd,S28-6,,,56040676,,
56124188,MmlD,S28-6,,56123163,,,
56124165,MmlD,S28-6,,,56123104,,
56057088,Jnh,S28-6,,56055765,,,
56057037,Jnh,S28-6,,,56055795,,
56107006,SpgWkd,S28-7,,56105918,,,
56107111,SpgWkd,S28-7,,,56105759,,
55948363,SpgStd,S28-7,,55947079,,,
55948431,SpgStd,S28-7,,,55947235,,
56041720,SpgSnd,S28-7,,56040655,,,
56041722,SpgSnd,S28-7,,,56040657,,
56124299,MmlD,S28-7,,56123142,,,
56124177,MmlD,S28-7,,,56123100,,
56057040,Jnh,S28-7,,56055945,,,
56057104,Jnh,S28-7,,,56055786,,
56107030,SpgWkd,S28-8,,56105741,,,
56107108,SpgWkd,S28-8,,,56105854,,
55948357,SpgStd,S28-8,,55947092,,,
55948339,SpgStd,S28-8,,,55947170,,
56041729,SpgSnd,S28-8,,56040659,,,
56041731,SpgSnd,S28-8,,,56040597,,
56124318,MmlD,S28-8,,56123157,,,
56124179,MmlD,S28-8,,,56123203,,
56057061,Jnh,S28-8,,56055768,,,
56057054,Jnh,S28-8,,,56055881,,
56107128,SpgWkd,S28-9,,56105833,,,
56107000,SpgWkd,S28-9,,,56105868,,
55948442,SpgStd,S28-9,,55947182,,,
55948437,SpgStd,S28-9,,,55947237,,
56041762,SpgSnd,S28-9,,56040648,,,
56041763,SpgSnd,S28-9,,,56040592,,
56124322,MmlD,S28-9,,56123127,,,
56124144,MmlD,S28-9,,,56123097,,
56057103,Jnh,S28-9,,56055860,,,
56057149,Jnh,S28-9,,,56055895,,
55948335,SpgStd,S39-19,,55948179,,,
55948375,SpgStd,S39-19,,,55948203,,
55948347,SpgStd,S39-20,,55948233,,,
55948367,SpgStd,S39-20,,,55948246,,
55948474,SpgStd,S39-21,,55948209,,,
55948388,SpgStd,S39-21,,,55948232,,
55948376,SpgStd,S39-22,,55948254,,,
55948408,SpgStd,S39-22,,,55948274,,
55948374,SpgStd,S39-23,,55948284,,,
55948436,SpgStd,S39-23,,,55948307,,
56107092,SpgWkd,S39-24,,56106667,,,
56107135,SpgWkd,S39-24,,,56106559,,
55948445,SpgStd,S39-24,,55948204,,,
55948389,SpgStd,S39-24,,,55948208,,
56057082,Jnh,S39-24,,56056691,,,
56057120,Jnh,S39-24,,,56056585,,
56107105,SpgWkd,S39-25,,56106659,,,
56106992,SpgWkd,S39-25,,,56106672,,
55948464,SpgStd,S39-25,,55948308,,,
55948465,SpgStd,S39-25,,,55948313,,
56057116,Jnh,S39-25,,56056683,,,
56057086,Jnh,S39-25,,,56056696,,
56107142,SpgWkd,S39-26,,56106668,,,
56107083,SpgWkd,S39-26,,,56106483,,
55948402,SpgStd,S39-26,,55948247,,,
55948454,SpgStd,S39-26,,,55948253,,
56057166,Jnh,S39-26,,56056692,,,
56057083,Jnh,S39-26,,,56056509,,
56107018,SpgWkd,S39-27,,56106660,,,
56107037,SpgWkd,S39-27,,,56106475,,
55948414,SpgStd,S39-27,,55948275,,,
55948366,SpgStd,S39-27,,,55948283,,
56057038,Jnh,S39-27,,56056684,,,
56057052,Jnh,S39-27,,,56056501,,
56107141,SpgWkd,S39-28,,56106663,,,
56107098,SpgWkd,S39-28,,,56106669,,
56057165,Jnh,S39-28,,56056687,,,
56057044,Jnh,S39-28,,,56056693,,
56107158,SpgWkd,S39-29,,56106588,,,
56107051,SpgWkd,S39-29,,,56106642,,
56057182,Jnh,S39-29,,56056614,,,
56057115,Jnh,S39-29,,,56056667,,
56107041,SpgWkd,S39-30,,56106662,,,
56107080,SpgWkd,S39-30,,,56106673,,
56057117,Jnh,S39-30,,56056686,,,
56057026,Jnh,S39-30,,,56056697,,
56107138,SpgWkd,S39-31,,56106664,,,
56107010,SpgWkd,S39-31,,,56106674,,
56057162,Jnh,S39-31,,56056688,,,
56057151,Jnh,S39-31,,,56056698,,
56107106,SpgWkd,S39-32,,56106560,,,
56107076,SpgWkd,S39-32,,,56106526,,
56057152,Jnh,S39-32,,56056586,,,
56057024,Jnh,S39-32,,,56056552,,
56106995,SpgWkd,S39-33,,56106661,,,
56107117,SpgWkd,S39-33,,,56106676,,
56057033,Jnh,S39-33,,56056685,,,
56057079,Jnh,S39-33,,,56056700,,
56107201,SpgWkd,S39-34,,56106463,,,
56106657,SpgWkd,S39-34,,56106518,56106463,,
56106990,SpgWkd,S39-34,,,56106544,,
56124195,MmlD,S39-34,,56123873,,,
56124197,MmlD,S39-34,,,56123904,,
56057225,Jnh,S39-34,,56056544,,,
56057143,Jnh,S39-34,,,56056570,,
56107060,SpgWkd,S39-35,,56106563,,,
56107137,SpgWkd,S39-35,,,56106652,,
56041690,SpgSnd,S39-35,,56041365,,,
56041692,SpgSnd,S39-35,,,56041396,,
56124205,MmlD,S39-35,,56123877,,,
56124207,MmlD,S39-35,,,56123898,,
56057070,Jnh,S39-35,,56056589,,,
56057016,Jnh,S39-35,,,56056677,,
56106991,SpgWkd,S39-36,,56106666,,,
56107133,SpgWkd,S39-36,,,56106678,,
56041613,SpgSnd,S39-36,,56041369,,,
56041666,SpgSnd,S39-36,,,56041390,,
56124251,MmlD,S39-36,,56123890,,,
56124253,MmlD,S39-36,,,56123928,,
56057145,Jnh,S39-36,,56056690,,,
56057078,Jnh,S39-36,,,56056702,,
56107089,SpgWkd,S39-37,,56106665,,,
56107115,SpgWkd,S39-37,,,56106569,,
56041697,SpgSnd,S39-37,,56041378,,,
56041699,SpgSnd,S39-37,,,56041392,,
56124218,MmlD,S39-37,,56123886,,,
56124220,MmlD,S39-37,,,56123888,,
56057124,Jnh,S39-37,,56056689,,,
56057110,Jnh,S39-37,,,56056595,,
56106999,SpgWkd,S39-38,,56106658,,,
56107099,SpgWkd,S39-38,,,56106671,,
56041744,SpgSnd,S39-38,,56041389,,,
56041746,SpgSnd,S39-38,,,56041410,,
56124224,MmlD,S39-38,,56123892,,,
56124226,MmlD,S39-38,,,56123910,,
56057085,Jnh,S39-38,,56056682,,,
56057146,Jnh,S39-38,,,56056695,,
56107147,SpgWkd,S39-39,,56106574,,,
56107116,SpgWkd,S39-39,,,56106729,,
56041716,SpgSnd,S39-39,,56041384,,,
56041672,SpgSnd,S39-39,,,56041387,,
56124252,MmlD,S39-39,,56123946,,,
56124254,MmlD,S39-39,,,56123958,,
56057171,Jnh,S39-39,,56056600,,,
56057031,Jnh,S39-39,,,56056753,,
56107177,SpgWkd,S39-40,,56106484,,,
56107178,SpgWkd,S39-40,,,56106677,,
56041759,SpgSnd,S39-40,,56041419,,,
56041760,SpgSnd,S39-40,,,56041450,,
56124320,MmlD,S39-40,,56123949,,,
56124155,MmlD,S39-40,,,56123960,,
56057201,Jnh,S39-40,,56056510,,,
56057202,Jnh,S39-40,,,56056701,,
56107029,SpgWkd,S39-41,,56106524,,,
56107184,SpgWkd,S39-41,,,56106670,,
56041795,SpgSnd,S39-41,,56041435,,,
56041650,SpgSnd,S39-41,,,56041452,,
56124333,MmlD,S39-41,,56124019,,,
56124335,MmlD,S39-41,,,56123979,,
56057062,Jnh,S39-41,,56056550,,,
56057208,Jnh,S39-41,,,56056694,,
56107191,SpgWkd,S39-42,,56106510,,,
56107192,SpgWkd,S39-42,,,56106679,,
56041751,SpgSnd,S39-42,,56041434,,,
56041621,SpgSnd,S39-42,,,56041453,,
56124344,MmlD,S39-42,,56124022,,,
56124346,MmlD,S39-42,,,56123981,,
56057215,Jnh,S39-42,,56056536,,,
56057216,Jnh,S39-42,,,56056703,,
56107151,SpgWkd,S39-43,,56106596,,,
56107012,SpgWkd,S39-43,,,56106727,,
56041836,SpgSnd,S39-43,,56041514,,,
56041838,SpgSnd,S39-43,,,56041473,,
56124269,MmlD,S39-43,,56124020,,,
56124270,MmlD,S39-43,,,56123984,,
56057175,Jnh,S39-43,,56056616,,,
56057127,Jnh,S39-43,,,56056751,,
56107154,SpgWkd,S39-44,,56106578,,,
56107155,SpgWkd,S39-44,,,56106728,,
56041833,SpgSnd,S39-44,,56041449,,,
56041607,SpgSnd,S39-44,,,56041466,,
56124279,MmlD,S39-44,,56123962,,,
56124281,MmlD,S39-44,,,56123983,,
56057178,Jnh,S39-44,,56056604,,,
56057179,Jnh,S39-44,,,56056752,,
56107039,SpgWkd,S39-45,,56106726,,,
56107100,SpgWkd,S39-45,,,56106597,,
56041769,SpgSnd,S39-45,,56041454,,,
56041771,SpgSnd,S39-45,,,56041475,,
56124314,MmlD,S39-45,,56123976,,,
56124315,MmlD,S39-45,pull0186,,56124012,,
56057107,Jnh,S39-45,,56056750,,,
56057096,Jnh,S39-45,,,56056622,,
56107059,SpgWkd,S39-46,,56106602,,,
56107144,SpgWkd,S39-46,,,56106464,,
56041776,SpgSnd,S39-46,,56041448,,,
56041778,SpgSnd,S39-46,,,56041481,,
56124325,MmlD,S39-46,,56123980,,,
56124326,MmlD,S39-46,pull0186,,56123994,,
56057027,Jnh,S39-46,,56056627,,,
56057168,Jnh,S39-46,,,56056490,,
56107119,SpgWkd,S39-47,,56106487,,,
56107058,SpgWkd,S39-47,,,56106655,,
56041831,SpgSnd,S39-47,,56041467,,,
56041832,SpgSnd,S39-47,pull0186,,56041499,,
56124340,MmlD,S39-47,,56123987,,,
56124341,MmlD,S39-47,pull0186,,56124007,,
56057119,Jnh,S39-47,,56056513,,,
56057142,Jnh,S39-47,,,56056680,,
56106997,SpgWkd,S39-48,,56106446,,,
56107179,SpgWkd,S39-48,,,56106537,,
