deadhead_id,arrival_time,departure_time,stop_id,location_sequence,shape_dist_traveled,ops_location_id
56064080,22:36:00,22:36:00,,1,,13405
56064080,22:39:00,22:39:00,32003,2,,
56064081,13:56:00,13:56:00,32005,1,,
56064081,14:01:00,14:01:00,,2,,13405
56064082,18:38:00,18:38:00,32002,1,,
56064082,18:43:00,18:43:00,,2,,13405
56064083,15:12:00,15:12:00,334,1,,
56064083,15:31:00,15:31:00,,2,,13405
56064084,15:01:00,15:01:00,,1,,13405
56064084,15:05:00,15:05:00,32001,2,,
56064085,11:24:00,11:24:00,32004,1,,
56064085,11:29:00,11:29:00,,2,,13405
56064086,20:07:00,20:07:00,32001,1,,
56064086,20:12:00,20:12:00,,2,,13405
56064087,16:40:00,16:40:00,32002,1,,
56064087,16:45:00,16:45:00,,2,,13405
56064088,06:56:00,06:56:00,,1,,13405
56064088,07:00:00,07:00:00,32003,2,,
56064089,09:21:00,09:21:00,,1,,13405
56064089,09:25:00,09:25:00,32002,2,,
56064090,21:20:00,21:20:00,32003,1,,
56064090,21:25:00,21:25:00,,2,,13405
56064091,10:01:00,10:01:00,,1,,13405
56064091,10:05:00,10:05:00,32001,2,,
56064092,17:56:00,17:56:00,32005,1,,
56064092,18:01:00,18:01:00,,2,,13405
56064093,06:26:00,06:26:00,,1,,13405
56064093,06:30:00,06:30:00,32003,2,,
56064094,09:16:00,09:16:00,,1,,13405
56064094,09:20:00,09:20:00,32001,2,,
56064095,08:34:00,08:34:00,32003,1,,
56064095,08:39:00,08:39:00,,2,,13405
56064096,09:19:00,09:19:00,,1,,13405
56064096,09:30:00,09:30:00,13142,2,,
56064097,08:21:00,08:21:00,32004,1,,
56064097,08:26:00,08:26:00,,2,,13405
56064098,13:18:00,13:18:00,,1,,13405
56064098,13:22:00,13:22:00,32001,2,,
56064099,12:18:00,12:18:00,32003,1,,
56064099,12:23:00,12:23:00,,2,,13405
56064100,07:16:00,07:16:00,,1,,13405
56064100,07:20:00,07:20:00,32001,2,,
56064101,09:56:00,09:56:00,,1,,13405
56064101,10:00:00,10:00:00,32003,2,,
56064102,09:10:00,09:10:00,32001,1,,
56064102,09:15:00,09:15:00,,2,,13405
56064103,12:21:00,12:21:00,,1,,13405
56064103,12:25:00,12:25:00,32003,2,,
56064104,11:10:00,11:10:00,,1,,13405
56064104,11:14:00,11:14:00,32003,2,,
56064105,09:54:00,09:54:00,32003,1,,
56064105,09:59:00,09:59:00,,2,,13405
56064106,07:56:00,07:56:00,,1,,13405
56064106,08:00:00,08:00:00,32004,2,,
56064107,14:40:00,14:40:00,,1,,13405
56064107,14:44:00,14:44:00,32002,2,,
56064108,13:20:00,13:20:00,32002,1,,
56064108,13:25:00,13:25:00,,2,,13405
56064109,08:26:00,08:26:00,,1,,13405
56064109,08:30:00,08:30:00,32003,2,,
56064110,13:09:00,13:09:00,4232,1,,
56064110,13:34:00,13:34:00,,2,,13405
56064111,17:03:00,17:03:00,32001,1,,
56064111,17:08:00,17:08:00,,2,,13405
56064112,08:21:00,08:21:00,,1,,13405
56064112,08:25:00,08:25:00,32002,2,,
56064113,15:16:00,15:16:00,,1,,13405
56064113,15:20:00,15:20:00,32001,2,,
56064114,13:53:00,13:53:00,323,1,,
56064114,14:14:00,14:14:00,,2,,13405
56064115,12:41:00,12:41:00,,1,,13405
56064115,13:10:00,13:10:00,4233,2,,
56064116,11:56:00,11:56:00,32005,1,,
56064116,12:01:00,12:01:00,,2,,13405
56064117,17:34:00,17:34:00,32003,1,,
56064117,17:39:00,17:39:00,,2,,13405
56064118,11:26:00,11:26:00,,1,,13405
56064118,11:30:00,11:30:00,32003,2,,
56064119,17:16:00,17:16:00,,1,,13405
56064119,17:20:00,17:20:00,32001,2,,
56064120,15:58:00,15:58:00,32003,1,,
56064120,16:03:00,16:03:00,,2,,13405
56064121,11:56:00,11:56:00,,1,,13405
56064121,12:00:00,12:00:00,32004,2,,
56064122,17:00:00,17:00:00,,1,,13405
56064122,17:04:00,17:04:00,32003,2,,
56064123,20:29:00,20:29:00,32003,1,,
56064123,20:34:00,20:34:00,,2,,13405
56064124,13:41:00,13:41:00,,1,,13405
56064124,14:05:00,14:05:00,323,2,,
56064125,20:16:00,20:16:00,,1,,13405
56064125,20:20:00,20:20:00,32001,2,,
56064126,19:29:00,19:29:00,32003,1,,
56064126,19:34:00,19:34:00,,2,,13405
56064127,14:57:00,14:57:00,,1,,13405
56064127,15:17:00,15:17:00,334,2,,
56064128,17:36:00,17:36:00,,1,,13405
56064128,17:40:00,17:40:00,32003,2,,
56064129,16:58:00,16:58:00,32003,1,,
56064129,17:03:00,17:03:00,,2,,13405
56064130,15:06:00,15:06:00,,1,,13405
56064130,15:10:00,15:10:00,32005,2,,
56064131,18:36:00,18:36:00,,1,,13405
56064131,18:40:00,18:40:00,32002,2,,
56064132,22:38:00,22:38:00,32002,1,,
56064132,22:42:00,22:42:00,,2,,13405
56064133,15:26:00,15:26:00,,1,,13405
56064133,15:30:00,15:30:00,32004,2,,
56064134,18:06:00,18:06:00,,1,,13405
56064134,18:10:00,18:10:00,32005,2,,
56064135,23:44:00,23:44:00,32004,1,,
56064135,23:48:00,23:48:00,,2,,13405
56064136,15:56:00,15:56:00,,1,,13405
56064136,16:00:00,16:00:00,32003,2,,
56064137,24:04:00,24:04:00,4232,1,,
56064137,24:27:00,24:27:00,,2,,13405
56064138,20:59:00,20:59:00,,1,,13405
56064138,21:03:00,21:03:00,32003,2,,
56064139,24:49:00,24:49:00,32004,1,,
56064139,24:53:00,24:53:00,,2,,13405
56064140,16:16:00,16:16:00,,1,,13405
56064140,16:20:00,16:20:00,32003,2,,
56064141,24:54:00,24:54:00,32003,1,,
56064141,24:58:00,24:58:00,,2,,13405
56064142,16:38:00,16:38:00,,1,,13405
56064142,16:42:00,16:42:00,32002,2,,
56064143,19:59:00,19:59:00,,1,,13405
56064143,20:03:00,20:03:00,32003,2,,
56064144,25:00:00,25:00:00,4191,1,,
56064144,25:20:00,25:20:00,,2,,13405
56064145,17:01:00,17:01:00,,1,,13405
56064145,17:05:00,17:05:00,32001,2,,
56064146,25:30:00,25:30:00,32002,1,,
56064146,25:34:00,25:34:00,,2,,13405
56064147,17:26:00,17:26:00,,1,,13405
56064147,17:30:00,17:30:00,32004,2,,
56064148,22:17:00,22:17:00,,1,,13405
56064148,22:20:00,22:20:00,32001,2,,
56064149,25:44:00,25:44:00,38671,1,,
56064149,25:55:00,25:55:00,,2,,13405
56100746,06:08:00,06:08:00,4255,1,,
56100746,06:15:00,06:15:00,4233,2,,
56100747,05:26:00,05:26:00,334,1,,
56100747,05:43:00,05:43:00,32005,2,,
56100748,06:35:00,06:35:00,32005,1,,
56100748,06:47:00,06:47:00,3125,2,,
56100946,18:22:00,18:22:00,3125,1,,
56100946,18:39:00,18:39:00,323,2,,
56101107,19:28:00,19:28:00,323,1,,
56101107,19:49:00,19:49:00,,2,,13405
56101119,13:43:00,13:43:00,32001,1,,
56101119,13:48:00,13:48:00,,2,,13405
56101120,15:03:00,15:03:00,334,1,,
56101120,15:14:00,15:14:00,323,2,,
56101121,11:35:00,11:35:00,,1,,13405
56101121,11:59:00,11:59:00,323,2,,
56101122,06:17:00,06:17:00,,1,,13405
56101122,06:25:00,06:25:00,3125,2,,
56101123,15:02:00,15:02:00,32004,1,,
56101123,15:07:00,15:07:00,,2,,13405
56101124,14:52:00,14:52:00,32003,1,,
56101124,14:57:00,14:57:00,,2,,13405
56101125,09:12:00,09:12:00,32004,1,,
56101125,09:17:00,09:17:00,,2,,13405
56101126,15:49:00,15:49:00,32003,1,,
56101126,15:54:00,15:54:00,,2,,13405
56101127,16:41:00,16:41:00,,1,,13405
56101127,16:45:00,16:45:00,32004,2,,
56101128,20:21:00,20:21:00,334,1,,
56101128,20:40:00,20:40:00,,2,,13405
56101129,05:02:00,05:02:00,,1,,13405
56101129,05:05:00,05:05:00,32003,2,,
56101130,14:25:00,14:25:00,32001,1,,
56101130,14:30:00,14:30:00,,2,,13405
56101131,08:57:00,08:57:00,32002,1,,
56101131,09:02:00,09:02:00,,2,,13405
56101132,05:42:00,05:42:00,,1,,13405
56101132,06:03:00,06:03:00,3824,2,,
56101133,15:41:00,15:41:00,,1,,13405
56101133,15:45:00,15:45:00,32001,2,,
56101134,09:55:00,09:55:00,,1,,13405
56101134,10:15:00,10:15:00,334,2,,
56101135,16:59:00,16:59:00,,1,,13405
56101135,17:03:00,17:03:00,32001,2,,
56101136,13:34:00,13:34:00,334,1,,
56101136,13:53:00,13:53:00,,2,,13405
56101137,05:21:00,05:21:00,,1,,13405
56101137,05:50:00,05:50:00,4255,2,,
56101138,11:57:00,11:57:00,,1,,13405
56101138,12:01:00,12:01:00,32002,2,,
56101139,06:36:00,06:36:00,,1,,13405
56101139,07:00:00,07:00:00,323,2,,
56101140,04:38:00,04:38:00,,1,,13405
56101140,05:07:00,05:07:00,39870,2,,
56101141,25:29:00,25:29:00,38671,1,,
56101141,25:40:00,25:40:00,,2,,13405
56101142,17:12:00,17:12:00,,1,,13405
56101142,17:16:00,17:16:00,32005,2,,
56101143,15:09:00,15:09:00,32003,1,,
56101143,15:14:00,15:14:00,,2,,13405
56101144,20:38:00,20:38:00,3824,1,,
56101144,20:58:00,20:58:00,,2,,13405
56101145,13:06:00,13:06:00,32002,1,,
56101145,13:11:00,13:11:00,,2,,13405
56101146,19:26:00,19:26:00,32002,1,,
56101146,19:31:00,19:31:00,,2,,13405
56101147,18:43:00,18:43:00,32001,1,,
56101147,18:48:00,18:48:00,,2,,13405
56101148,18:59:00,18:59:00,32005,1,,
56101148,19:04:00,19:04:00,,2,,13405
56101149,13:05:00,13:05:00,32003,1,,
56101149,13:10:00,13:10:00,,2,,13405
56101150,04:54:00,04:54:00,,1,,13405
56101150,05:15:00,05:15:00,4277,2,,
56101151,06:23:00,06:23:00,,1,,13405
56101151,06:27:00,06:27:00,32003,2,,
56101152,15:21:00,15:21:00,,1,,13405
56101152,15:25:00,15:25:00,32004,2,,
56101153,11:48:00,11:48:00,32003,1,,
56101153,11:53:00,11:53:00,,2,,13405
56101154,12:57:00,12:57:00,32001,1,,
56101154,13:02:00,13:02:00,,2,,13405
56101155,13:03:00,13:03:00,334,1,,
56101155,13:22:00,13:22:00,,2,,13405
56101156,13:41:00,13:41:00,,1,,13405
56101156,13:45:00,13:45:00,32004,2,,
56101157,16:36:00,16:36:00,,1,,13405
56101157,16:40:00,16:40:00,32001,2,,
56101158,05:03:00,05:03:00,,1,,13405
56101158,05:06:00,05:06:00,32005,2,,
56101159,10:01:00,10:01:00,,1,,13405
56101159,10:05:00,10:05:00,32001,2,,
56101160,14:34:00,14:34:00,32003,1,,
56101160,14:39:00,14:39:00,,2,,13405
56101161,09:29:00,09:29:00,38671,1,,
56101161,09:42:00,09:42:00,,2,,13405
56101162,21:06:00,21:06:00,,1,,13405
56101162,21:10:00,21:10:00,32003,2,,
56101163,13:44:00,13:44:00,32005,1,,
56101163,13:49:00,13:49:00,,2,,13405
56101164,15:46:00,15:46:00,32001,1,,
56101164,15:51:00,15:51:00,,2,,13405
56101165,12:40:00,12:40:00,32004,1,,
56101165,12:45:00,12:45:00,,2,,13405
56101166,13:15:00,13:15:00,32004,1,,
56101166,13:20:00,13:20:00,,2,,13405
56101167,22:17:00,22:17:00,,1,,13405
56101167,22:32:00,22:32:00,334,2,,
56101168,19:15:00,19:15:00,32003,1,,
56101168,19:20:00,19:20:00,,2,,13405
56101169,18:53:00,18:53:00,32003,1,,
56101169,18:58:00,18:58:00,,2,,13405
56101170,07:21:00,07:21:00,,1,,13405
56101170,07:25:00,07:25:00,32003,2,,
56101171,12:45:00,12:45:00,32001,1,,
56101171,12:50:00,12:50:00,,2,,13405
56101172,16:27:00,16:27:00,,1,,13405
56101172,16:31:00,16:31:00,32005,2,,
56101173,16:11:00,16:11:00,,1,,13405
56101173,16:15:00,16:15:00,32003,2,,
56101174,18:21:00,18:21:00,32001,1,,
56101174,18:26:00,18:26:00,,2,,13405
56101175,10:06:00,10:06:00,32005,1,,
56101175,10:11:00,10:11:00,,2,,13405
56101176,09:13:00,09:13:00,32001,1,,
56101176,09:18:00,09:18:00,,2,,13405
56101177,15:23:00,15:23:00,32002,1,,
56101177,15:28:00,15:28:00,,2,,13405
56101178,10:40:00,10:40:00,32003,1,,
56101178,10:45:00,10:45:00,,2,,13405
56101179,20:39:00,20:39:00,32001,1,,
56101179,20:44:00,20:44:00,,2,,13405
56101180,15:36:00,15:36:00,,1,,13405
56101180,15:40:00,15:40:00,32004,2,,
56101181,06:35:00,06:35:00,,1,,13405
56101181,06:39:00,06:39:00,32004,2,,
56101182,15:10:00,15:10:00,,1,,13405
56101182,15:14:00,15:14:00,32005,2,,
56101183,10:24:00,10:24:00,32003,1,,
56101183,10:29:00,10:29:00,,2,,13405
56101184,19:01:00,19:01:00,32003,1,,
56101184,19:06:00,19:06:00,,2,,13405
56101185,18:47:00,18:47:00,32004,1,,
56101185,18:52:00,18:52:00,,2,,13405
56101186,05:48:00,05:48:00,,1,,13405
56101186,05:52:00,05:52:00,32001,2,,
56101187,20:34:00,20:34:00,32001,1,,
56101187,20:39:00,20:39:00,,2,,13405
56101188,12:51:00,12:51:00,,1,,13405
56101188,12:55:00,12:55:00,32004,2,,
56101189,09:40:00,09:40:00,32003,1,,
56101189,09:45:00,09:45:00,,2,,13405
56101190,16:36:00,16:36:00,,1,,13405
56101190,16:40:00,16:40:00,32003,2,,
56101191,08:37:00,08:37:00,,1,,13405
56101191,08:41:00,08:41:00,32001,2,,
56101192,15:20:00,15:20:00,32004,1,,
56101192,15:25:00,15:25:00,,2,,13405
56101193,15:14:00,15:14:00,38671,1,,
56101193,15:27:00,15:27:00,,2,,13405
56101194,13:01:00,13:01:00,,1,,13405
56101194,13:05:00,13:05:00,32001,2,,
56101195,14:53:00,14:53:00,32002,1,,
56101195,14:58:00,14:58:00,,2,,13405
56101196,10:10:00,10:10:00,32003,1,,
56101196,10:15:00,10:15:00,,2,,13405
56101197,19:50:00,19:50:00,32003,1,,
56101197,19:55:00,19:55:00,,2,,13405
56101198,20:16:00,20:16:00,,1,,13405
56101198,20:37:00,20:37:00,38671,2,,
56101199,08:32:00,08:32:00,32003,1,,
56101199,08:37:00,08:37:00,,2,,13405
56101200,12:34:00,12:34:00,334,1,,
56101200,12:53:00,12:53:00,,2,,13405
56101201,19:03:00,19:03:00,32004,1,,
56101201,19:08:00,19:08:00,,2,,13405
56101202,15:36:00,15:36:00,,1,,13405
56101202,15:40:00,15:40:00,32001,2,,
56101203,10:36:00,10:36:00,,1,,13405
56101203,10:40:00,10:40:00,32001,2,,
56101204,16:44:00,16:44:00,32003,1,,
56101204,16:49:00,16:49:00,,2,,13405
56101205,22:03:00,22:03:00,,1,,13405
56101205,22:20:00,22:20:00,323,2,,
56101206,11:11:00,11:11:00,,1,,13405
56101206,11:15:00,11:15:00,32003,2,,
56101207,08:37:00,08:37:00,32004,1,,
56101207,08:42:00,08:42:00,,2,,13405
56101208,12:20:00,12:20:00,32003,1,,
56101208,12:25:00,12:25:00,,2,,13405
56101209,19:10:00,19:10:00,32001,1,,
56101209,19:15:00,19:15:00,,2,,13405
56101210,15:30:00,15:30:00,323,1,,
56101210,15:53:00,15:53:00,,2,,13405
56101211,09:13:00,09:13:00,32005,1,,
56101211,09:18:00,09:18:00,,2,,13405
56101212,13:25:00,13:25:00,32003,1,,
56101212,13:30:00,13:30:00,,2,,13405
56101213,21:58:00,21:58:00,32004,1,,
56101213,22:03:00,22:03:00,,2,,13405
56101214,15:01:00,15:01:00,,1,,13405
56101214,15:05:00,15:05:00,32004,2,,
56101215,19:10:00,19:10:00,38671,1,,
56101215,19:23:00,19:23:00,,2,,13405
56101216,17:22:00,17:22:00,32004,1,,
56101216,17:47:00,17:47:00,334,2,,
56101217,17:16:00,17:16:00,,1,,13405
56101217,17:20:00,17:20:00,32003,2,,
56101218,16:01:00,16:01:00,,1,,13405
56101218,16:05:00,16:05:00,32005,2,,
56101219,06:32:00,06:32:00,,1,,13405
56101219,06:36:00,06:36:00,32005,2,,
56101220,06:39:00,06:39:00,,1,,13405
56101220,06:43:00,06:43:00,32002,2,,
56101221,22:32:00,22:32:00,,1,,13405
56101221,22:35:00,22:35:00,32004,2,,
56101222,19:42:00,19:42:00,13142,1,,
56101222,19:57:00,19:57:00,334,2,,
56101223,19:09:00,19:09:00,334,1,,
56101223,19:28:00,19:28:00,,2,,13405
56101224,14:34:00,14:34:00,334,1,,
56101224,14:53:00,14:53:00,,2,,13405
56101225,25:13:00,25:13:00,32004,1,,
56101225,25:17:00,25:17:00,,2,,13405
56101226,16:46:00,16:46:00,,1,,13405
56101226,16:50:00,16:50:00,32003,2,,
56101227,15:39:00,15:39:00,32003,1,,
56101227,15:44:00,15:44:00,,2,,13405
56101228,04:24:00,04:24:00,,1,,13405
56101228,04:45:00,04:45:00,4277,2,,
56101229,16:25:00,16:25:00,32001,1,,
56101229,16:30:00,16:30:00,,2,,13405
56101230,13:26:00,13:26:00,,1,,13405
56101230,13:30:00,13:30:00,32004,2,,
56101231,12:45:00,12:45:00,,1,,13405
56101231,13:09:00,13:09:00,323,2,,
56101232,06:18:00,06:18:00,,1,,13405
56101232,06:22:00,06:22:00,32005,2,,
56101233,13:25:00,13:25:00,,1,,13405
56101233,13:45:00,13:45:00,334,2,,
56101234,08:12:00,08:12:00,32003,1,,
56101234,08:17:00,08:17:00,,2,,13405
56101235,09:59:00,09:59:00,,1,,13405
56101235,10:20:00,10:20:00,38671,2,,
56101236,10:26:00,10:26:00,,1,,13405
56101236,10:30:00,10:30:00,32003,2,,
56101237,09:17:00,09:17:00,334,1,,
56101237,09:36:00,09:36:00,,2,,13405
56101238,11:25:00,11:25:00,32001,1,,
56101238,11:30:00,11:30:00,,2,,13405
56101239,04:34:00,04:34:00,,1,,13405
56101239,04:55:00,04:55:00,4277,2,,
56101240,10:06:00,10:06:00,,1,,13405
56101240,10:10:00,10:10:00,32005,2,,
56101241,20:37:00,20:37:00,323,1,,
56101241,20:58:00,20:58:00,,2,,13405
56101242,05:48:00,05:48:00,,1,,13405
56101242,06:15:00,06:15:00,4277,2,,
56101243,22:24:00,22:24:00,334,1,,
56101243,22:39:00,22:39:00,,2,,13405
56101244,18:54:00,18:54:00,32004,1,,
56101244,18:59:00,18:59:00,,2,,13405
56101245,14:26:00,14:26:00,,1,,13405
56101245,14:30:00,14:30:00,32005,2,,
56101246,15:36:00,15:36:00,,1,,13405
56101246,15:40:00,15:40:00,32003,2,,
56101247,06:09:00,06:09:00,,1,,13405
56101247,06:13:00,06:13:00,32004,2,,
56101248,13:39:00,13:39:00,32004,1,,
56101248,13:44:00,13:44:00,,2,,13405
56101249,16:26:00,16:26:00,,1,,13405
56101249,16:30:00,16:30:00,32001,2,,
56101250,13:47:00,13:47:00,32003,1,,
56101250,13:52:00,13:52:00,,2,,13405
56101251,13:06:00,13:06:00,323,1,,
56101251,13:27:00,13:27:00,,2,,13405
56101252,10:31:00,10:31:00,,1,,13405
56101252,10:35:00,10:35:00,32004,2,,
56101253,09:26:00,09:26:00,334,1,,
56101253,09:45:00,09:45:00,,2,,13405
56101254,09:41:00,09:41:00,334,1,,
56101254,10:00:00,10:00:00,,2,,13405
56101255,14:49:00,14:49:00,32001,1,,
56101255,14:54:00,14:54:00,,2,,13405
56101256,05:07:00,05:07:00,,1,,13405
56101256,05:30:00,05:30:00,4255,2,,
56101257,14:28:00,14:28:00,,1,,13405
56101257,14:32:00,14:32:00,32001,2,,
56101258,18:53:00,18:53:00,32001,1,,
56101258,18:58:00,18:58:00,,2,,13405
56101259,08:40:00,08:40:00,32003,1,,
56101259,08:45:00,08:45:00,,2,,13405
56101260,11:31:00,11:31:00,,1,,13405
56101260,11:35:00,11:35:00,32001,2,,
56101261,17:31:00,17:31:00,,1,,13405
56101261,17:35:00,17:35:00,32005,2,,
56101262,09:35:00,09:35:00,32002,1,,
56101262,09:40:00,09:40:00,,2,,13405
56101263,08:01:00,08:01:00,,1,,13405
56101263,08:05:00,08:05:00,32002,2,,
56101264,11:02:00,11:02:00,32004,1,,
56101264,11:07:00,11:07:00,,2,,13405
56101265,13:59:00,13:59:00,323,1,,
56101265,14:20:00,14:20:00,,2,,13405
56101266,04:52:00,04:52:00,,1,,13405
56101266,04:55:00,04:55:00,32004,2,,
56101267,13:56:00,13:56:00,,1,,13405
56101267,14:00:00,14:00:00,32003,2,,
56101268,06:29:00,06:29:00,,1,,13405
56101268,06:33:00,06:33:00,32002,2,,
56101269,06:04:00,06:04:00,,1,,13405
56101269,06:25:00,06:25:00,38671,2,,
56101270,20:29:00,20:29:00,38671,1,,
56101270,20:42:00,20:42:00,,2,,13405
56101271,22:17:00,22:17:00,,1,,13405
56101271,22:20:00,22:20:00,32003,2,,
56101272,06:46:00,06:46:00,,1,,13405
56101272,06:50:00,06:50:00,32003,2,,
56101273,13:11:00,13:11:00,,1,,13405
56101273,13:15:00,13:15:00,32003,2,,
56101274,08:42:00,08:42:00,32001,1,,
56101274,08:47:00,08:47:00,,2,,13405
56101275,20:21:00,20:21:00,,1,,13405
56101275,20:25:00,20:25:00,32003,2,,
56101276,04:42:00,04:42:00,,1,,13405
56101276,05:05:00,05:05:00,4255,2,,
56101277,13:07:00,13:07:00,32004,1,,
56101277,13:12:00,13:12:00,,2,,13405
56101278,17:48:00,17:48:00,32003,1,,
56101278,17:53:00,17:53:00,,2,,13405
56101279,13:13:00,13:13:00,38671,1,,
56101279,13:26:00,13:26:00,,2,,13405
56101280,18:45:00,18:45:00,32003,1,,
56101280,18:50:00,18:50:00,,2,,13405
56101281,10:46:00,10:46:00,,1,,13405
56101281,10:50:00,10:50:00,32005,2,,
56101282,17:39:00,17:39:00,,1,,13405
56101282,17:43:00,17:43:00,32002,2,,
56101283,20:17:00,20:17:00,32003,1,,
56101283,20:22:00,20:22:00,,2,,13405
56101284,05:08:00,05:08:00,,1,,13405
56101284,05:35:00,05:35:00,4277,2,,
56101285,04:53:00,04:53:00,,1,,13405
56101285,05:20:00,05:20:00,4233,2,,
56101286,19:11:00,19:11:00,32000,1,,
56101286,19:15:00,19:15:00,,2,,13405
56101287,20:58:00,20:58:00,32003,1,,
56101287,21:03:00,21:03:00,,2,,13405
56101288,07:17:00,07:17:00,334,1,,
56101288,07:49:00,07:49:00,4233,2,,
56101289,09:06:00,09:06:00,334,1,,
56101289,09:25:00,09:25:00,,2,,13405
56101290,04:36:00,04:36:00,,1,,13405
56101290,04:39:00,04:39:00,32002,2,,
56101291,08:56:00,08:56:00,323,1,,
56101291,09:17:00,09:17:00,,2,,13405
56101292,04:44:00,04:44:00,,1,,13405
56101292,05:05:00,05:05:00,4277,2,,
56101293,10:31:00,10:31:00,,1,,13405
56101293,10:35:00,10:35:00,32003,2,,
56101294,04:47:00,04:47:00,,1,,13405
56101294,04:50:00,04:50:00,32003,2,,
56101295,08:39:00,08:39:00,,1,,13405
56101295,08:43:00,08:43:00,32002,2,,
56101296,07:52:00,07:52:00,32003,1,,
56101296,07:57:00,07:57:00,,2,,13405
56101297,11:01:00,11:01:00,,1,,13405
56101297,11:05:00,11:05:00,32004,2,,
56101298,09:53:00,09:53:00,32002,1,,
56101298,09:58:00,09:58:00,,2,,13405
56101299,07:32:00,07:32:00,32003,1,,
56101299,07:37:00,07:37:00,,2,,13405
56101300,05:02:00,05:02:00,,1,,13405
56101300,05:05:00,05:05:00,32004,2,,
56101301,05:27:00,05:27:00,323,1,,
56101301,05:42:00,05:42:00,13142,2,,
56101302,09:14:00,09:14:00,32003,1,,
56101302,09:19:00,09:19:00,,2,,13405
56101303,11:36:00,11:36:00,,1,,13405
56101303,11:40:00,11:40:00,32003,2,,
56101304,09:44:00,09:44:00,32003,1,,
56101304,09:49:00,09:49:00,,2,,13405
56101305,05:27:00,05:27:00,,1,,13405
56101305,05:30:00,05:30:00,32003,2,,
56101306,08:55:00,08:55:00,,1,,13405
56101306,09:15:00,09:15:00,334,2,,
56101307,08:12:00,08:12:00,32003,1,,
56101307,08:17:00,08:17:00,,2,,13405
56101308,05:11:00,05:11:00,,1,,13405
56101308,05:14:00,05:14:00,32003,2,,
56101309,11:12:00,11:12:00,,1,,13405
56101309,11:16:00,11:16:00,32005,2,,
56101310,05:27:00,05:27:00,,1,,13405
56101310,05:30:00,05:30:00,32001,2,,
56101311,10:10:00,10:10:00,32001,1,,
56101311,10:15:00,10:15:00,,2,,13405
56101312,08:18:00,08:18:00,334,1,,
56101312,08:39:00,08:39:00,32005,2,,
56101313,12:36:00,12:36:00,,1,,13405
56101313,12:40:00,12:40:00,32003,2,,
56101314,10:45:00,10:45:00,32005,1,,
56101314,10:50:00,10:50:00,,2,,13405
56101315,12:55:00,12:55:00,,1,,13405
56101315,13:15:00,13:15:00,334,2,,
56101316,10:48:00,10:48:00,32003,1,,
56101316,10:53:00,10:53:00,,2,,13405
56101317,05:07:00,05:07:00,,1,,13405
56101317,05:10:00,05:10:00,32001,2,,
56101318,09:57:00,09:57:00,32001,1,,
56101318,10:02:00,10:02:00,,2,,13405
56101319,07:53:00,07:53:00,323,1,,
56101319,08:17:00,08:17:00,32003,2,,
56101320,12:56:00,12:56:00,,1,,13405
56101320,13:00:00,13:00:00,32003,2,,
56101321,05:20:00,05:20:00,,1,,13405
56101321,05:23:00,05:23:00,32003,2,,
56101322,13:22:00,13:22:00,,1,,13405
56101322,13:26:00,13:26:00,32002,2,,
56101323,11:10:00,11:10:00,32004,1,,
56101323,11:15:00,11:15:00,,2,,13405
56101324,05:10:00,05:10:00,,1,,13405
56101324,05:22:00,05:22:00,3078,2,,
56101325,10:05:00,10:05:00,38813,1,,
56101325,10:20:00,10:20:00,,2,,13405
56101326,05:23:00,05:23:00,,1,,13405
56101326,05:50:00,05:50:00,4277,2,,
56101327,12:31:00,12:31:00,,1,,13405
56101327,12:35:00,12:35:00,32003,2,,
56101328,10:05:00,10:05:00,334,1,,
56101328,10:24:00,10:24:00,,2,,13405
56101329,05:24:00,05:24:00,,1,,13405
56101329,05:45:00,05:45:00,38671,2,,
56101330,12:59:00,12:59:00,,1,,13405
56101330,13:20:00,13:20:00,38671,2,,
56101331,10:13:00,10:13:00,38671,1,,
56101331,10:26:00,10:26:00,,2,,13405
56101332,05:27:00,05:27:00,,1,,13405
56101332,05:31:00,05:31:00,32004,2,,
56101333,13:04:00,13:04:00,,1,,13405
56101333,13:08:00,13:08:00,32002,2,,
56101334,10:29:00,10:29:00,32004,1,,
56101334,10:34:00,10:34:00,,2,,13405
56101335,05:02:00,05:02:00,,1,,13405
56101335,05:05:00,05:05:00,32002,2,,
56101336,13:41:00,13:41:00,,1,,13405
56101336,13:45:00,13:45:00,32003,2,,
56101337,10:40:00,10:40:00,32004,1,,
56101337,10:45:00,10:45:00,,2,,13405
56101338,10:43:00,10:43:00,32001,1,,
56101338,10:48:00,10:48:00,,2,,13405
56101339,05:25:00,05:25:00,,1,,13405
56101339,05:30:00,05:30:00,3125,2,,
56101340,09:39:00,09:39:00,323,1,,
56101340,10:00:00,10:00:00,,2,,13405
56101341,14:31:00,14:31:00,,1,,13405
56101341,14:35:00,14:35:00,32003,2,,
56101342,08:53:00,08:53:00,334,1,,
56101342,09:14:00,09:14:00,32003,2,,
56101343,11:20:00,11:20:00,32003,1,,
56101343,11:25:00,11:25:00,,2,,13405
56101344,15:59:00,15:59:00,32003,1,,
56101344,16:04:00,16:04:00,,2,,13405
56101345,15:25:00,15:25:00,,1,,13405
56101345,15:45:00,15:45:00,334,2,,
56101346,19:48:00,19:48:00,32003,1,,
56101346,19:53:00,19:53:00,,2,,13405
56101347,10:56:00,10:56:00,,1,,13405
56101347,11:00:00,11:00:00,32003,2,,
