pathway_id,from_stop_id,to_stop_id,facility_id,pathway_mode,is_bidirectional,length,wheelchair_length,traversal_time,wheelchair_traversal_time,stair_count,max_slope,pathway_name,pathway_code,signposted_as,instructions
tumnl-070,node-147-platform,70016,,1,0,57.3024000,57.3024000,,,,,Bottom of Escalator 147 to Orange Line (Forest Hills),,Outbound to Forest Hills,
tumnl-071,node-858-platform,70017,,1,0,12.1920000,12.1920000,,,,,Bottom of Elevator 858 to Orange Line (Oak Grove),,Inbound to Oak Grove,
tumnl-072,node-859-platform,70016,,1,0,12.1920000,12.1920000,,,,,Bottom of Elevator 859 to Orange Line (Forest Hills),,Outbound to Forest Hills,
tumnl-073,70017,node-858-platform,,1,0,62.4840000,62.4840000,,,,,Orange Line (Oak Grove) to Bottom of Elevator 858,,Elevator,
tumnl-074,70016,node-859-platform,,1,0,62.4840000,62.4840000,,,,,Orange Line (Forest Hills) to Bottom of Elevator 859,,Elevator,
tumnl-075,door-tumnl-washington,49002,,1,0,15.2400000,15.2400000,,,,,"Tufts Medical Center - Washington St, Tufts Medical Center to Silver Line (Dudley)",,Board Silver Line at curb,
tumnl-076,49002,door-tumnl-washington,,1,0,15.2400000,15.2400000,,,,,"Silver Line (Dudley) to Tufts Medical Center - Washington St, Tufts Medical Center",,Trains,
tumnl-077,door-tumnl-washington,6565,,1,0,65.8368000,65.8368000,,,,,"Tufts Medical Center - Washington St, Tufts Medical Center to Silver Line (Downtown Crossing, South Station)",,Board Silver Line at curb,
tumnl-078,6565,door-tumnl-washington,,1,0,65.8368000,65.8368000,,,,,"Silver Line (Downtown Crossing, South Station) to Tufts Medical Center - Washington St, Tufts Medical Center",,Trains,
tumnl-079,node-tumnl-washnbstairs-lobby,node-tumnl-washsbstairs-lobby,,1,0,24.3840000,24.3840000,,,,,"Top of stairs for Oak Grove, Washington Street to Top of stairs for Forest Hills, Washington Street",,Outbound to Forest Hills,
tumnl-080,node-tumnl-washsbstairs-lobby,node-tumnl-washnbstairs-lobby,,1,0,24.3840000,24.3840000,,,,,"Top of stairs for Forest Hills, Washington Street to Top of stairs for Oak Grove, Washington Street",,Inbound to Oak Grove,
valrd-000,70272,door-valrd-eliot,,1,0,43.2816000,0.0000000,55,,,,Mattapan Trolley (Ashmont) to Valley Road - Eliot St,,Valley Road - Eliot St,
valrd-001,70271,door-valrd-eliot,,1,0,48.7680000,0.0000000,59,,,,Mattapan Trolley (Mattapan) to Valley Road - Eliot St,,Valley Road - Eliot St,
valrd-002,door-valrd-eliot,70272,,1,0,43.2816000,0.0000000,61,,,,Valley Road - Eliot St to Mattapan Trolley (Ashmont),,Ashmont,
valrd-003,door-valrd-eliot,70271,,1,0,48.7680000,0.0000000,65,,,,Valley Road - Eliot St to Mattapan Trolley (Mattapan),,Mattapan,
waban-000,door-waban-beacon,70164,,1,0,106.3752000,0.0000000,95,,,,Waban - Beacon St (Stairs) to Green Line (Park Street & North),,Inbound to Lechmere via Park & Government Center,
waban-001,door-waban-wyman,70164,,1,0,111.8616000,111.8616000,,,,,Waban - Wyman St West to Green Line (Park Street & North),,Inbound to Lechmere via Park & Government Center,
waban-002,door-waban-parks,70164,,1,0,79.8576000,0.0000000,70,,,,Waban - Parking (Stairs) to Green Line (Park Street & North),,Inbound to Lechmere via Park & Government Center,
waban-003,door-waban-parkr,70164,,1,0,42.9768000,42.9768000,,,,,Waban - Parking (Ramp) to Green Line (Park Street & North),,Inbound to Lechmere via Park & Government Center,
waban-004,door-waban-beacon,70165,,1,0,50.5968000,0.0000000,55,,,,Waban - Beacon St (Stairs) to Green Line (Riverside),,Outbound to Riverside,
waban-005,door-waban-wyman,70165,,1,0,61.5696000,61.5696000,,,,,Waban - Wyman St West to Green Line (Riverside),,Outbound to Riverside,
waban-006,door-waban-parks,70165,,1,0,20.4216000,0.0000000,27,,,,Waban - Parking (Stairs) to Green Line (Riverside),,Outbound to Riverside,
waban-007,door-waban-parkr,70165,,1,0,38.7096000,38.7096000,,,,,Waban - Parking (Ramp) to Green Line (Riverside),,Outbound to Riverside,
waban-008,70164,door-waban-beacon,,1,0,106.3752000,0.0000000,86,,,,Green Line (Park Street & North) to Waban - Beacon St (Stairs),,Waban - Beacon St (Stairs),
waban-009,70164,door-waban-wyman,,1,0,111.8616000,111.8616000,,,,,Green Line (Park Street & North) to Waban - Wyman St West,,Waban - Wyman St West,
waban-010,70164,door-waban-parks,,1,0,79.8576000,0.0000000,60,,,,Green Line (Park Street & North) to Waban - Parking (Stairs),,Waban - Parking (Stairs),
waban-011,70164,door-waban-parkr,,1,0,42.9768000,42.9768000,,,,,Green Line (Park Street & North) to Waban - Parking (Ramp),,Waban - Parking (Ramp),
waban-012,70165,door-waban-beacon,,1,0,50.5968000,0.0000000,47,,,,Green Line (Riverside) to Waban - Beacon St (Stairs),,Waban - Beacon St (Stairs),
waban-013,70165,door-waban-wyman,,1,0,61.5696000,61.5696000,,,,,Green Line (Riverside) to Waban - Wyman St West,,Waban - Wyman St West,
waban-014,70165,door-waban-parks,,1,0,20.4216000,0.0000000,18,,,,Green Line (Riverside) to Waban - Parking (Stairs),,Waban - Parking (Stairs),
waban-015,70165,door-waban-parkr,,1,0,38.7096000,38.7096000,,,,,Green Line (Riverside) to Waban - Parking (Ramp),,Waban - Parking (Ramp),
welln-000,70033,door-welln-busway,,1,0,,,184,302,,,"Orange Line (Oak Grove) to Wellington - Buses, Parking Lot",,"Wellington - Buses, Parking Lot",
welln-001,70033,5271,,1,0,,,159,270,,,Orange Line (Oak Grove) to Wellington Station Busway,,Wellington Station Busway,
welln-002,70033,door-welln-garage,,1,0,,,279,381,,,"Orange Line (Oak Grove) to Wellington - Station Landing, Garage",,"Wellington - Station Landing, Garage",
welln-003,70032,door-welln-busway,,1,0,,,185,302,,,"Orange Line (Forest Hills) to Wellington - Buses, Parking Lot",,"Wellington - Buses, Parking Lot",
welln-004,70032,5271,,1,0,,,160,270,,,Orange Line (Forest Hills) to Wellington Station Busway,,Wellington Station Busway,
welln-005,70032,door-welln-garage,,1,0,,,280,381,,,"Orange Line (Forest Hills) to Wellington - Station Landing, Garage",,"Wellington - Station Landing, Garage",
welln-006,door-welln-busway,70033,,1,0,,,191,315,,,"Wellington - Buses, Parking Lot to Orange Line (Oak Grove)",,Outbound to Oak Grove,
welln-007,5271,70033,,1,0,,,166,282,,,Wellington Station Busway to Orange Line (Oak Grove),,Outbound to Oak Grove,
welln-008,door-welln-garage,70033,,1,0,,,286,391,,,"Wellington - Station Landing, Garage to Orange Line (Oak Grove)",,Outbound to Oak Grove,
welln-009,door-welln-busway,70032,,1,0,,,192,315,,,"Wellington - Buses, Parking Lot to Orange Line (Forest Hills)",,"Inbound to Forest Hills via Haymarket, State & Downtown Crossing",
welln-010,5271,70032,,1,0,,,167,282,,,Wellington Station Busway to Orange Line (Forest Hills),,"Inbound to Forest Hills via Haymarket, State & Downtown Crossing",
welln-011,door-welln-garage,70032,,1,0,,,287,391,,,"Wellington - Station Landing, Garage to Orange Line (Forest Hills)",,"Inbound to Forest Hills via Haymarket, State & Downtown Crossing",
wimnl-000,node-wimnl-love-fareunpaid,node-wimnl-love-stairs,,1,0,4.5720000,4.5720000,,,,,Unpaid side of exit-only gates to Top of steps for Lovell Street,,Lovell Street via stairs,
wimnl-001,node-wimnl-love-fareunpaid,door-wimnl-lovell,,1,0,19.8120000,19.8120000,,,,,Unpaid side of exit-only gates to Wood Island - Lovell St,,Lovell Street via ramp,
wimnl-002,node-wimnl-love-stairs,node-wimnl-love-fareunpaid,,1,0,4.5720000,4.5720000,,,,,Top of steps for Lovell Street to Unpaid side of exit-only gates,,Not an entrance,
wimnl-003,door-wimnl-lovell,node-wimnl-love-fareunpaid,,1,0,19.8120000,19.8120000,,,,,Wood Island - Lovell St to Unpaid side of exit-only gates,,Not an entrance,
wimnl-004,node-wimnl-love-stairs,node-wimnl-obunpaidstairs-street,,1,0,9.1440000,9.1440000,,,,,Top of steps for Lovell Street to Bottom of stairs for Lovell Street,,Trains and buses,
wimnl-005,node-wimnl-love-stairs,node-890-unpaidstreet,,1,0,17.3736000,17.3736000,,,,,Top of steps for Lovell Street to Bottom of Elevator 890 (outside fare control),,Trains and buses,
wimnl-006,node-wimnl-obunpaidstairs-street,node-wimnl-love-stairs,,1,0,9.1440000,9.1440000,,,,,Bottom of stairs for Lovell Street to Top of steps for Lovell Street,,Lovell Street via stairs,
wimnl-007,node-890-unpaidstreet,node-wimnl-love-stairs,,1,0,17.3736000,17.3736000,,,,,Bottom of Elevator 890 (outside fare control) to Top of steps for Lovell Street,,Lovell Street via stairs,
wimnl-008,door-wimnl-lovell,node-wimnl-obunpaidstairs-street,,1,0,28.9560000,28.9560000,,,,,Wood Island - Lovell St to Bottom of stairs for Lovell Street,,Trains and buses,
wimnl-009,door-wimnl-lovell,node-890-unpaidstreet,,1,0,35.6616000,35.6616000,,,,,Wood Island - Lovell St to Bottom of Elevator 890 (outside fare control),,Trains and buses,
wimnl-010,node-wimnl-obunpaidstairs-street,door-wimnl-lovell,,1,0,27.4320000,27.4320000,,,,,Bottom of stairs for Lovell Street to Wood Island - Lovell St,,Lovell Street via ramp,
wimnl-011,node-890-unpaidstreet,door-wimnl-lovell,,1,0,35.6616000,35.6616000,,,,,Bottom of Elevator 890 (outside fare control) to Wood Island - Lovell St,,Lovell Street via ramp,
wimnl-012,node-wimnl-love-stairs,door-wimnl-lovell,,2,0,,,,,-5,,Top of steps for Lovell Street to Wood Island - Lovell St,,Lovell Street via stairs,
wimnl-013,door-wimnl-lovell,node-wimnl-love-stairs,,2,0,,,,,5,,Wood Island - Lovell St to Top of steps for Lovell Street,,Trains and buses,
wimnl-014,door-wimnl-benning,node-wimnl-benn-fareunpaid,,1,0,5.4864000,5.4864000,,,,,Wood Island - Bennington St to Unpaid side of fare gates,,Blue Line - All trains,
wimnl-015,node-wimnl-benn-fareunpaid,door-wimnl-benning,,1,0,5.4864000,5.4864000,,,,,Unpaid side of fare gates to Wood Island - Bennington St,,Exit,
wimnl-016,node-wimnl-love-farepaid,node-wimnl-love-fareunpaid,,7,0,,,,,,,Paid side of exit-only gates to Unpaid side of exit-only gates,,Exit-only gates,
wimnl-017,node-wimnl-benn-fareunpaid,node-wimnl-benn-farepaid,,6,0,,,,,,,Unpaid side of fare gates to Paid side of fare gates,,Enter - Fare gates,
wimnl-018,node-wimnl-benn-farepaid,node-wimnl-benn-fareunpaid,,7,0,,,,,,,Paid side of fare gates to Unpaid side of fare gates,,Exit - Fare gates,
wimnl-019,5666,door-wimnl-benning,,1,0,49.6824000,49.6824000,,,,,Busway to Wood Island - Bennington St,,Blue Line - All trains,
wimnl-020,70049,node-889-paidplatform,,1,0,10.3632000,10.3632000,,,,,Blue Line (Bowdoin) to Bottom of Elevator 889 (within fare control),,Elevator,
wimnl-021,70049,node-wimnl-benn-farepaid,,1,0,10.0584000,10.0584000,,,,,Blue Line (Bowdoin) to Paid side of fare gates,,Exit,
wimnl-022,70049,node-wimnl-ibpaidstairs-platform,,1,0,6.7056000,6.7056000,,,,,Blue Line (Bowdoin) to Bottom of stairs for Bowdoin,,Blue Line - Track 2,
wimnl-023,70050,node-380-platform,,1,0,19.2024000,19.2024000,,,,,Blue Line (Wonderland) to Bottom of Escalator 380,,"Buses, Bennington Street",
wimnl-024,70050,node-890-paidplatform,,1,0,17.9832000,17.9832000,,,,,Blue Line (Wonderland) to Bottom of Elevator 890 (within fare control),,Elevator,
wimnl-025,70050,node-wimnl-obpaidstairs-platform,,1,0,10.3632000,10.3632000,,,,,Blue Line (Wonderland) to Bottom of stairs for Wonderland,,"Track 1 - Inbound, Bennington Street",
wimnl-026,70050,node-wimnl-love-farepaid,,1,0,26.2128000,26.2128000,,,,,Blue Line (Wonderland) to Paid side of exit-only gates,,Lovell Street,
wimnl-027,door-wimnl-benning,5666,,1,0,49.6824000,49.6824000,,,,,Wood Island - Bennington St to Busway,,Buses,
wimnl-028,door-wimnl-benning,node-889-unpaidstreet,,1,0,9.1440000,9.1440000,,,,,Wood Island - Bennington St to Bottom of Elevator 889 (outside fare control),,Lovell Street,
wimnl-029,door-wimnl-benning,node-wimnl-ibunpaidstairs-street,,1,0,3.6576000,3.6576000,,,,,"Wood Island - Bennington St to Bottom of stairs for all trains, buses, Bennington Street",,Lovell Street,
wimnl-030,node-380-bridge,node-889-paidbridge,,1,0,34.4424000,34.4424000,,,,,Top of Escalator 380 to Top of Elevator 889 (within fare control),,Elevator,
wimnl-031,node-380-bridge,node-wimnl-ibpaidstairs-bridge,,1,0,29.5656000,29.5656000,,,,,Top of Escalator 380 to Top of stairs for Bowdoin,,"Buses, Bennington Street",
wimnl-032,node-380-platform,70050,,1,0,15.2400000,15.2400000,,,,,Bottom of Escalator 380 to Blue Line (Wonderland),,Track 2 - Outbound to Wonderland,
wimnl-033,node-380-platform,node-380-bridge,380,4,0,,,22,,,,Bottom of Escalator 380 to Top of Escalator 380,380.0000000,"Buses, Bennington Street",
wimnl-034,node-380-platform,node-wimnl-love-farepaid,,1,0,15.8496000,15.8496000,,,,,Bottom of Escalator 380 to Paid side of exit-only gates,,Lovell Street,
wimnl-035,node-889-paidbridge,node-889-paidplatform,889,5,0,,,,38,,,Top of Elevator 889 (within fare control) to Bottom of Elevator 889 (within fare control),889.0000000,"Buses, Bennington Street",
wimnl-036,node-889-paidbridge,node-890-paidbridge,,1,0,48.1584000,48.1584000,,,,,Top of Elevator 889 (within fare control) to Top of Elevator 890 (within fare control),,Elevator,
wimnl-037,node-889-paidbridge,node-380-bridge,,1,0,34.4424000,34.4424000,,,,,Top of Elevator 889 (within fare control) to Top of Escalator 380,,Track 2 - Outbound to Wonderland,
wimnl-038,node-889-paidbridge,node-wimnl-obpaidstairs-bridge,,1,0,34.4424000,34.4424000,,,,,Top of Elevator 889 (within fare control) to Top of stairs for Wonderland,,Track 2 - Outbound to Wonderland,
wimnl-039,node-889-paidplatform,70049,,1,0,7.6200000,7.6200000,,,,,Bottom of Elevator 889 (within fare control) to Blue Line (Bowdoin),,Track 1 - Inbound,
wimnl-040,node-889-paidplatform,node-wimnl-benn-farepaid,,1,0,3.9624000,3.9624000,,,,,Bottom of Elevator 889 (within fare control) to Paid side of fare gates,,Exit,
wimnl-041,node-889-paidplatform,node-889-paidbridge,889,5,0,,,,38,,,Bottom of Elevator 889 (within fare control) to Top of Elevator 889 (within fare control),889.0000000,Track 2 - Outbound to Wonderland,
wimnl-042,node-889-unpaidbridge,node-889-unpaidstreet,889,5,0,,,,38,,,Top of Elevator 889 (outside fare control) to Bottom of Elevator 889 (outside fare control),889.0000000,"Buses, Bennington Street",
wimnl-043,node-889-unpaidbridge,node-890-unpaidbridge,,1,0,35.6616000,35.6616000,,,,,Top of Elevator 889 (outside fare control) to Top of Elevator 890 (outside fare control),,Elevator,
wimnl-044,node-889-unpaidbridge,node-wimnl-obunpaidstairs-bridge,,1,0,35.6616000,35.6616000,,,,,Top of Elevator 889 (outside fare control) to Top of stairs for Lovell Street,,Lovell Street,
wimnl-045,node-889-unpaidstreet,door-wimnl-benning,,1,0,9.1440000,9.1440000,,,,,Bottom of Elevator 889 (outside fare control) to Wood Island - Bennington St,,Exit,
wimnl-046,node-889-unpaidstreet,node-wimnl-benn-fareunpaid,,1,0,15.2400000,15.2400000,,,,,Bottom of Elevator 889 (outside fare control) to Unpaid side of fare gates,,Blue Line - All trains,
wimnl-047,node-889-unpaidstreet,node-889-unpaidbridge,889,5,0,,,,38,,,Bottom of Elevator 889 (outside fare control) to Top of Elevator 889 (outside fare control),889.0000000,Track 2 - Outbound to Wonderland,
wimnl-048,node-890-paidbridge,node-889-paidbridge,,1,0,48.1584000,48.1584000,,,,,Top of Elevator 890 (within fare control) to Top of Elevator 889 (within fare control),,Elevator,
wimnl-049,node-890-paidbridge,node-890-paidplatform,890,5,0,,,,38,,,Top of Elevator 890 (within fare control) to Bottom of Elevator 890 (within fare control),890.0000000,Track 2 - Outbound to Wonderland,
wimnl-050,node-890-paidbridge,node-wimnl-ibpaidstairs-bridge,,1,0,34.4424000,34.4424000,,,,,Top of Elevator 890 (within fare control) to Top of stairs for Bowdoin,,"Buses, Bennington Street",
wimnl-051,node-890-paidplatform,70050,,1,0,15.8496000,15.8496000,,,,,Bottom of Elevator 890 (within fare control) to Blue Line (Wonderland),,Track 2 - Outbound to Wonderland,
wimnl-052,node-890-paidplatform,node-wimnl-love-farepaid,,1,0,18.8976000,18.8976000,,,,,Bottom of Elevator 890 (within fare control) to Paid side of exit-only gates,,Lovell Street,
wimnl-053,node-890-paidplatform,node-890-paidbridge,890,5,0,,,,38,,,Bottom of Elevator 890 (within fare control) to Top of Elevator 890 (within fare control),890.0000000,"Buses, Bennington Street",
wimnl-054,node-890-unpaidbridge,node-889-unpaidbridge,,1,0,35.6616000,35.6616000,,,,,Top of Elevator 890 (outside fare control) to Top of Elevator 889 (outside fare control),,Elevator,
wimnl-055,node-890-unpaidbridge,node-890-unpaidstreet,890,5,0,,,,38,,,Top of Elevator 890 (outside fare control) to Bottom of Elevator 890 (outside fare control),890.0000000,Lovell Street,
wimnl-056,node-890-unpaidbridge,node-wimnl-ibunpaidstairs-bridge,,1,0,35.6616000,35.6616000,,,,,"Top of Elevator 890 (outside fare control) to Top of stairs for all trains, buses, Bennington Street",,"All trains and buses, Bennington Street",
wimnl-057,node-890-unpaidstreet,node-890-unpaidbridge,890,5,0,,,,38,,,Bottom of Elevator 890 (outside fare control) to Top of Elevator 890 (outside fare control),890.0000000,"All trains and buses, Bennington Street",
wimnl-058,node-wimnl-benn-farepaid,70049,,1,0,8.5344000,8.5344000,,,,,Paid side of fare gates to Blue Line (Bowdoin),,Track 1 - Inbound,
wimnl-059,node-wimnl-benn-farepaid,node-889-paidplatform,,1,0,3.9624000,3.9624000,,,,,Paid side of fare gates to Bottom of Elevator 889 (within fare control),,Elevator,
wimnl-060,node-wimnl-benn-farepaid,node-wimnl-ibpaidstairs-platform,,1,0,6.7056000,6.7056000,,,,,Paid side of fare gates to Bottom of stairs for Bowdoin,,Blue Line - Track 2,
wimnl-061,node-wimnl-ibpaidstairs-bridge,node-890-paidbridge,,1,0,34.4424000,34.4424000,,,,,Top of stairs for Bowdoin to Top of Elevator 890 (within fare control),,Elevator,
wimnl-062,node-wimnl-ibpaidstairs-bridge,node-wimnl-ibpaidstairs-platform,,2,0,,,,,-24,,Top of stairs for Bowdoin to Bottom of stairs for Bowdoin,,"Buses, Bennington Street",
wimnl-063,node-wimnl-ibpaidstairs-bridge,node-wimnl-obpaidstairs-bridge,,1,0,29.5656000,29.5656000,,,,,Top of stairs for Bowdoin to Top of stairs for Wonderland,,Lovell Street,
wimnl-064,node-wimnl-ibpaidstairs-bridge,node-380-bridge,,1,0,29.5656000,29.5656000,,,,,Top of stairs for Bowdoin to Top of Escalator 380,,Lovell Street,
wimnl-065,node-wimnl-ibpaidstairs-platform,70049,,1,0,7.6200000,7.6200000,,,,,Bottom of stairs for Bowdoin to Blue Line (Bowdoin),,Track 1 - Inbound,
wimnl-066,node-wimnl-ibpaidstairs-platform,node-wimnl-benn-farepaid,,1,0,6.7056000,6.7056000,,,,,Bottom of stairs for Bowdoin to Paid side of fare gates,,Exit,
wimnl-067,node-wimnl-ibpaidstairs-platform,node-wimnl-ibpaidstairs-bridge,,2,0,,,,,24,,Bottom of stairs for Bowdoin to Top of stairs for Bowdoin,,Track 2 - Outbound to Wonderland,
wimnl-068,node-wimnl-ibunpaidstairs-bridge,node-890-unpaidbridge,,1,0,35.6616000,35.6616000,,,,,"Top of stairs for all trains, buses, Bennington Street to Top of Elevator 890 (outside fare control)",,Elevator,
wimnl-069,node-wimnl-ibunpaidstairs-bridge,node-wimnl-ibunpaidstairs-street,,2,0,,,,,-24,,"Top of stairs for all trains, buses, Bennington Street to Bottom of stairs for all trains, buses, Bennington Street",,"All trains and buses, Bennington Street",
wimnl-070,node-wimnl-ibunpaidstairs-bridge,node-wimnl-obunpaidstairs-bridge,,1,0,35.6616000,35.6616000,,,,,"Top of stairs for all trains, buses, Bennington Street to Top of stairs for Lovell Street",,Lovell Street,
wimnl-071,node-wimnl-ibunpaidstairs-street,door-wimnl-benning,,1,0,3.6576000,3.6576000,,,,,"Bottom of stairs for all trains, buses, Bennington Street to Wood Island - Bennington St",,Exit,
wimnl-072,node-wimnl-ibunpaidstairs-street,node-wimnl-benn-fareunpaid,,1,0,9.1440000,9.1440000,,,,,"Bottom of stairs for all trains, buses, Bennington Street to Unpaid side of fare gates",,Blue Line - All trains,
wimnl-073,node-wimnl-ibunpaidstairs-street,node-wimnl-ibunpaidstairs-bridge,,2,0,,,,,24,,"Bottom of stairs for all trains, buses, Bennington Street to Top of stairs for all trains, buses, Bennington Street",,Lovell Street,
wimnl-074,node-wimnl-obpaidstairs-bridge,node-889-paidbridge,,1,0,34.4424000,34.4424000,,,,,Top of stairs for Wonderland to Top of Elevator 889 (within fare control),,"Buses, Bennington Street",
wimnl-075,node-wimnl-obpaidstairs-bridge,node-wimnl-ibpaidstairs-bridge,,1,0,29.5656000,29.5656000,,,,,Top of stairs for Wonderland to Top of stairs for Bowdoin,,"Buses, Bennington Street",
wimnl-076,node-wimnl-obpaidstairs-bridge,node-wimnl-obpaidstairs-platform,,2,0,,,,,-24,,Top of stairs for Wonderland to Bottom of stairs for Wonderland,,Track 2 - Outbound to Wonderland,
wimnl-077,node-wimnl-obpaidstairs-platform,70050,,1,0,8.2296000,8.2296000,,,,,Bottom of stairs for Wonderland to Blue Line (Wonderland),,Track 2 - Outbound to Wonderland,
wimnl-078,node-wimnl-obpaidstairs-platform,node-wimnl-love-farepaid,,1,0,23.4696000,23.4696000,,,,,Bottom of stairs for Wonderland to Paid side of exit-only gates,,Lovell Street,
wimnl-079,node-wimnl-obpaidstairs-platform,node-wimnl-obpaidstairs-bridge,,2,0,,,,,24,,Bottom of stairs for Wonderland to Top of stairs for Wonderland,,"Buses, Bennington Street",
wimnl-080,node-wimnl-obunpaidstairs-bridge,node-889-unpaidbridge,,1,0,35.6616000,35.6616000,,,,,Top of stairs for Lovell Street to Top of Elevator 889 (outside fare control),,Elevator,
wimnl-081,node-wimnl-obunpaidstairs-bridge,node-wimnl-ibunpaidstairs-bridge,,1,0,35.6616000,35.6616000,,,,,"Top of stairs for Lovell Street to Top of stairs for all trains, buses, Bennington Street",,Lovell Street,
wimnl-082,node-wimnl-obunpaidstairs-bridge,node-wimnl-obunpaidstairs-street,,2,0,,,,,-24,,Top of stairs for Lovell Street to Bottom of stairs for Lovell Street,,Lovell Street,
wimnl-083,node-wimnl-obunpaidstairs-street,node-wimnl-obunpaidstairs-bridge,,2,0,,,,,24,,Bottom of stairs for Lovell Street to Top of stairs for Lovell Street,,"All trains and buses, Bennington Street",
wimnl-084,node-wimnl-love-farepaid,70050,,1,0,8.2296000,8.2296000,,,,,Paid side of exit-only gates to Blue Line (Wonderland),,Track 2 - Outbound to Wonderland,
wimnl-085,node-wimnl-love-farepaid,node-380-platform,,1,0,15.8496000,15.8496000,,,,,Paid side of exit-only gates to Bottom of Escalator 380,,"Buses, Bennington Street",
wimnl-086,node-wimnl-love-farepaid,node-890-paidplatform,,1,0,18.8976000,18.8976000,,,,,Paid side of exit-only gates to Bottom of Elevator 890 (within fare control),,Elevator,
wimnl-087,node-wimnl-love-farepaid,node-wimnl-obpaidstairs-platform,,1,0,23.4696000,23.4696000,,,,,Paid side of exit-only gates to Bottom of stairs for Wonderland,,"Track 1 - Inbound, Bennington Street",
wimnl-088,node-wimnl-benn-fareunpaid,node-889-unpaidstreet,,1,0,9.1440000,9.1440000,,,,,Unpaid side of fare gates to Bottom of Elevator 889 (outside fare control),,Lovell Street,
wimnl-089,node-wimnl-benn-fareunpaid,node-wimnl-ibunpaidstairs-street,,1,0,9.1440000,9.1440000,,,,,"Unpaid side of fare gates to Bottom of stairs for all trains, buses, Bennington Street",,Lovell Street,
wondl-000,70060,node-wondl-obplatstairs-platform,,1,0,14.9352000,14.9352000,,,,,Blue Line to Bottom of stairs from Wonderland-bound platform to pedestrian bridge,,Bottom of stairs from Wonderland-bound platform to pedestrian bridge,
wondl-001,door-wondl-ocean,node-710-platform,,1,0,16.7640000,16.7640000,,,,,Wonderland - Ocean Ave to Platform level of Wonderland-bound platform elevator,,Platform level of Wonderland-bound platform elevator,
wondl-002,node-710-platform,door-wondl-ocean,,1,0,16.7640000,16.7640000,,,,,Platform level of Wonderland-bound platform elevator to Wonderland - Ocean Ave,,Wonderland - Ocean Ave,
wondl-003,node-wondl-obplatstairs-platform,node-wondl-footbridgeob,,2,0,,,,,24,,Bottom of stairs from Wonderland-bound platform to pedestrian bridge to Wonderland-bound platform end of pedestrian bridge,,Wonderland-bound platform end of pedestrian bridge,
wondl-004,node-wondl-footbridgeob,node-wondl-obplatstairs-platform,,2,0,,,,,-24,,Wonderland-bound platform end of pedestrian bridge to Bottom of stairs from Wonderland-bound platform to pedestrian bridge,,Bottom of stairs from Wonderland-bound platform to pedestrian bridge,
wondl-005,node-710-platform,node-wondl-obplazaentrance,,1,0,7.0104000,7.0104000,,,,,Platform level of Wonderland-bound platform elevator to Top of Revere Beach Plaza stairs to Wonderland-bound platform,,Top of Revere Beach Plaza stairs to Wonderland-bound platform,
wondl-006,node-wondl-obplazaentrance,node-710-platform,,1,0,7.0104000,7.0104000,,,,,Top of Revere Beach Plaza stairs to Wonderland-bound platform to Platform level of Wonderland-bound platform elevator,,Platform level of Wonderland-bound platform elevator,
wondl-007,70060,door-wondl-ocean,,1,0,12.8016000,12.8016000,,,,,Blue Line to Wonderland - Ocean Ave,,Wonderland - Ocean Ave,
wondl-008,door-wondl-ocean,node-wondl-obplazastairs-street,,1,0,24.3840000,24.3840000,,,,,Wonderland - Ocean Ave to Bottom of Revere Beach Plaza stairs from Wonderland-bound platform,,Bottom of Revere Beach Plaza stairs from Wonderland-bound platform,
wondl-009,node-wondl-obplazastairs-street,door-wondl-ocean,,1,0,24.3840000,24.3840000,,,,,Bottom of Revere Beach Plaza stairs from Wonderland-bound platform to Wonderland - Ocean Ave,,Wonderland - Ocean Ave,
wondl-010,node-wondl-obplazastairs-street,node-wondl-obplazaentrance,,2,0,,,,,35,,Bottom of Revere Beach Plaza stairs from Wonderland-bound platform to Top of Revere Beach Plaza stairs to Wonderland-bound platform,,Top of Revere Beach Plaza stairs to Wonderland-bound platform,
wondl-011,node-wondl-obplazaentrance,node-wondl-obplazastairs-street,,2,0,,,,,-35,,Top of Revere Beach Plaza stairs to Wonderland-bound platform to Bottom of Revere Beach Plaza stairs from Wonderland-bound platform,,Bottom of Revere Beach Plaza stairs from Wonderland-bound platform,
wondl-012,node-wondl-obplazaentrance,node-wondl-plazacenter,,1,0,21.3360000,21.3360000,,,,,Top of Revere Beach Plaza stairs to Wonderland-bound platform to Revere Beach Plaza,,Revere Beach Plaza,
wondl-013,node-wondl-plazacenter,node-wondl-obplazaentrance,,1,0,21.3360000,21.3360000,,,,,Revere Beach Plaza to Top of Revere Beach Plaza stairs to Wonderland-bound platform,,Top of Revere Beach Plaza stairs to Wonderland-bound platform,
wondl-014,node-wondl-plazacenter,node-wondl-eplazacenter,,1,0,48.4632000,48.4632000,,,,,Revere Beach Plaza to Revere Beach Plaza,,Revere Beach Plaza,
wondl-015,node-wondl-eplazacenter,node-wondl-plazacenter,,1,0,48.4632000,48.4632000,,,,,Revere Beach Plaza to Revere Beach Plaza,,Revere Beach Plaza,
wondl-018,node-wondl-eplazacenter,node-711-plaza,,1,0,35.3568000,35.3568000,,,,,Revere Beach Plaza to Revere Beach Plaza level of Ocean Ave elevator,,Revere Beach Plaza level of Ocean Ave elevator,
